fatalities,injured,evacuated,estimated_total_cost,normalized_total_cost,federal_payments,provincial_payments,insurance_payments,start_day,start_week,start_month,start_year,start_weekend,start_season_canada,end_day,end_week,end_month,end_year,end_weekend,end_season_canada,disaster_type,disaster_subgroup,disaster_group,disaster_category,magnitude,utility_people_affected,city,province,country,canada,summary
0,0,160,,,0,0,,7,27,7,1980,t,Summer,1,28,7,1980,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Gaspésie Region,QC,Canada,t,"Gaspésie Region QC, July 6-7, 1980. Torrential rain, bringing 150 mm of water, caused flooding and some landslides in Gaspée, Grande-Vallée and Percé. Water levels in the Grande Vallée River raised to 4 meters. Municipalities between Grande-Vallée and Gaspé were isolated following the closure of roads and 2 damaged bridges. 150 residences were flooded, 2 completely destroyed and 3 heavily damaged in Gaspé. 40 families were evacuated by helicopter."
21,35,0,,,0,0,,1,29,7,1980,f,Summer,1,29,7,1980,f,Summer,Residential,Fire,Technology,Incident,0,0,Mississauga,ON,Canada,t,"Mississauga ON, July 14, 1980. A fire spread quickly through a nursing home; 21 dead; 35 injured."
3,0,0,,,0,0,,4,49,12,1980,f,Winter,4,49,12,1980,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Southwest British Columbia, December 4, 1980. A severe blizzard causing heavy snows (20-30 cm), strong winds, and record low temperatures struck southwestern mainland British Columbia and Victoria; three died due to the storm."
0,0,0,,,0,0,,5,12,3,1980,f,Spring,6,12,3,1980,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, March 21-22, 1980. Southwestern Ontario experienced severe flooding, especially in the Ganaraska region and Lower Trent River; several businesses and roads were closed."
0,0,3000,10143000,1383136.4,4328769,5814231,,5,52,12,1980,f,Winter,6,52,12,1980,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Squamish River,BC,Canada,t,"Squamish River BC, December 26-27, 1980. A combination of heavy rain and melting snow caused floods along the Squamish River and other nearby rivers; flooded areas such as Brackendale, Squamish, Princeton, Coalmont, Hope and Vancouver Island. Several bridges were washed out.  An estimated 3000 people had to be evacuated and 200 homes were damaged."
0,0,0,,,0,0,,4,1,1,1981,f,Winter,4,1,1,1981,f,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,QC,Canada,t,"Québec, 1981. Drought caused severe damage to the Québec apple crop where an estimated 745,000 trees died; the provincial crop was reduced by 35% for the next ten years.  The greatest agricultural disaster ever in Québec."
4,0,0,,,0,0,,4,1,1,1981,f,Winter,4,1,1,1981,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Edmonton,AB,Canada,t,"Edmonton AB, 1981. A thunderstorm dropped 56 mm of rain in less than 3 hours causing severe and widespread flooding; the flooding resulted in washouts, mudslides and 4 deaths."
0,0,80,22248,2696.7,0,22248,,4,1,1,1981,f,Winter,4,1,1,1981,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sussex,NB,Canada,t,"Sussex NB, 1981. Floods caused the evacuation of 20 families (assume a family of 4) and damage to property."
0,0,0,1854,224.7,0,0,,4,1,1,1981,f,Winter,4,1,1,1981,f,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies."
0,0,0,1668590,202253.3,0,0,,3,8,2,1981,f,Winter,5,8,2,1981,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southeastern,ON,Canada,t,"Southeastern ON, February 18-20, 1981. The Ottawa and Rideau River basins in southeastern Ontario, as well as Toronto suffered flood damages."
3,0,0,,,0,0,,1,9,2,1981,f,Winter,1,9,2,1981,f,Winter,Avalanche,Meteorological - Hydrological,Natural,Disaster,0,0,Golden,BC,Canada,t,"Golden BC, February 23, 1981. An avalanche killed 3 heli-skiers near Conrad Icefield, west of Golden, B.C."
0,0,800,,,0,0,,3,18,4,1981,f,Spring,3,18,4,1981,f,Spring,Leak / Spill Release,Hazardous Chemicals,Technology,Incident,0,0,St-Hilaire,QC,Canada,t,"St-Hilaire, south shore of Montréal QC, April 29, 1981. A Chemical release (sulphur anhydride) which came from a damaged reservoir in a sugar refinery; 250 families(assume family of 4) were evacuated."
2,0,0,,,0,0,,2,31,7,1981,f,Summer,2,31,7,1981,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Calgary,AB,Canada,t,"Calgary AB, July 28, 1981. One of the most damaging hailstorms in Canada hit Calgary; it lasted 15 minutes; 2 dead."
0,0,0,,,0,0,,6,31,8,1981,t,Summer,6,31,8,1981,t,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Westfield,NB,Canada,t,"Westfield and Grand Bay NB, August 1981. Heavy rains caused a washout of streets and culverts in both villages."
9,0,0,,,0,0,,3,44,10,1981,f,Autumn,3,44,10,1981,f,Autumn,Landslide,Geological,Natural,Disaster,0,0,Squamish,BC,Canada,t,"M-Creek Bridge, Highway 99, Squamish BC, October 28, 1981. 9 dead; cars plunged into creek after debris flow had destroyed bridge during heavy rains and increased water levels."
0,0,200,,,0,0,,5,53,1,1982,f,Winter,5,53,1,1982,f,Winter,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,Medonte,ON,Canada,t,"Medonte ON, 1982. A train derailment leaking toxic chemicals required the evacuation of hundreds of people."
0,0,0,572824,62603.7,413342,159482,,5,53,1,1982,f,Winter,5,53,1,1982,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Hay River,Northwest Territories,Canada,t,"Hay River NT, 1982."
10,0,0,3130147,379411.8,217888,2912259,,5,44,10,1981,f,Autumn,6,44,10,1981,t,Autumn,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Greater Vancouver,BC,Canada,t,"Greater Vancouver BC, October 30-31, 1981.  An estimated 70 mm of rainfall caused road and rail washouts, flooding of buildings and erosion. The accompanying wind caused hydro blackouts throughout Greater Vancouver, the Fraser Valley and along the Sunshine Coast. Blocked culverts and plugged storm drains caused extensive damage to surrounding areas. The following creeks reported the majority of the flooding: Lynn Creek, Seymour Creek and Mosquito Creek. Areas which received the most damage were: District of North Vancouver, City of North Vancouver, Pemberton, Squamish and Howe Sound. First Nation reserves also reported damage. One 17 year old drowned while trying to cross a creek; 4 people went missing and 5 people were killed due to the washing out of a bridge."
0,0,2000,,,0,0,,2,3,1,1982,f,Winter,2,3,1,1982,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Labrador City,NL,Canada,t,"Labrador City NL, January 19, 1982. Leading up to the January 18th event, temperatures were in the -12 to -35 degrees Celsius range.  On the 18th, temperatures decreased further to the -30 to -40 degrees Celsius range.  Winds from the west were 65 km/hr with wind gusts up to 111 km/hr occurring during the evening hours.  This resulted in wind chills of -53 to -58 degrees Celsius.  Heavy snowfall and high winds reduced visibility to near zero, and were the cause of a power outage at the Harrie Lake Trailer Court.  The outage left residents without heat or hydro, and the extreme cold caused water pipes to freeze and burst within a majority of the residences.  The Mayor declared a local state of emergency, loaders and dump trucks were brought in to create access routes, and 2,000 residents of the trailer park were evacuated to A.P. Lowe School."
2,0,0,,,0,0,,1,5,2,1982,f,Winter,1,5,2,1982,f,Winter,Non-Residential,Explosion,Technology,Incident,0,0,Lodgepole,AB,Canada,t,"Lodgepole AB, February 1982. Two dead; a blowout at a sour gas well resulted in a fire; the subsequent gas plume extended for more than 400 km; as much as 3.2 million cubic metres of natural gas leaked from the well per day for 67 days until it was capped."
0,0,0,,,0,0,,2,1,1,1982,f,Winter,2,1,1,1982,f,Winter,Cold Event,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Across Canada, January 5-28, 1982. Three week cold spell; trucks and trains failed and were abandoned until milder weather came; a damaged steel bridge forced a 200 km detour of the Alaskan highway; more than 25 highways in Ontario were closed in areas due to blowing snow and poor visibility.  In the northern Prairies, temperatures as low as -47°C were recorded on January 17."
117,0,0,,,0,0,,7,6,2,1982,t,Winter,7,6,2,1982,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Off the coast of Newfoundland, February 14-15, 1982.  The ocean-drilling rig Ocean Ranger overturned and sank during an intense snowstorm with winds in excess of 100 km/h off the east coast of Newfoundland: most lifeboats crashed into the pillars of the rig and sank or were flipped over by the waves.  There were no survival suits. When the supply ship got to the scene, less than an hour after being dispatched, only one lifeboat was found afloat with living people inside: the lifeboat slowly rolled over, eventually killing all inside: 84 died: the severe storm also caused the Mechanic Tarasov to sink with the loss of 33 lives."
0,0,75,,,0,0,,1,8,2,1982,f,Winter,1,8,2,1982,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Îles-de-la-Madelee,QC,Canada,t,"Îles-de-la-Madeleine QC, February 22 - March 4, 1982. A snowstorm caused a blackout; 75 people were evacuated; 6,000 residents were affected."
0,0,0,1585054,173229.9,1340291,244763,,1,8,2,1982,f,Winter,1,8,2,1982,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prince Edward Island, February 22-26, 1982. Islanders were marooned for five days in a crippling blizzard; winds of 80 km/h whipped a 60 cm snowfall into 7 m drifts.  Succession of severe storms isolates many communities for days."
0,0,1200,,,0,0,,7,8,2,1982,t,Winter,7,8,2,1982,t,Winter,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,Orillia,ON,Canada,t,"Orillia ON, February 28, 1982. 1200 evacuated; a freight train hauling toxic chemicals and inflammable liquids was derailed near Orillia."
0,0,300,,,0,0,,6,15,4,1982,t,Spring,6,15,4,1982,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sherbrooke,QC,Canada,t,"Sherbrooke QC, April 17-20, 1982. St-François River completely flooded downtown Sherbrooke with 3 metres of water. 100 businesses flooded; 300 people evacuated."
0,0,0,,,0,0,,1,22,5,1982,f,Spring,1,22,5,1982,f,Spring,Bomb Attacks,Terrorist,Conflict,Incident,0,0,Dunsmuir,BC,Canada,t,"Dunsmuir, Vancouver Island BC, May 31, 1982. A B.C. Hydro substation on Vancouver Island was dynamited by a left-wing group called Direct Action. The group said they were protesting industrial expansion."
5,26,0,,,0,0,,1,24,6,1982,f,Winter,1,24,6,1982,f,Winter,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Montreal (Sate-Rose),QC,Canada,t,"Montreal (Sainte-Rose) QC, June 14, 1982. 5 fatalities, 26 injured, and extensive damage; hundreds of homes and barns flattened."
0,10,0,,,0,0,,4,41,10,1982,f,Autumn,4,41,10,1982,f,Autumn,Bomb Attacks,Terrorist,Conflict,Incident,0,0,Toronto,ON,Canada,t,"Toronto, ON, October 14, 1982.  Litton Industries, a manufacturer of American cruise missile components, was bombed.  The small anarchist group, Direct Action, also known as the Squamish Five, claimed responsibility for the attack, which injured ten.  The group also claimed responsibility for bombing a hydro sub-station in Vancouver, British Columbia, in their protest against pollution, pornography and the arms industry.  The five key members of the group were arrested in January 1983 and served prison terms ranging from four to eight years."
0,0,0,,,0,0,,6,52,1,1983,t,Winter,6,52,1,1983,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Central,AB,Canada,t,"Central Alberta, 1983."
0,0,0,,,0,0,,6,52,1,1983,t,Winter,6,52,1,1983,t,Winter,Cold Event,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Eastern Canada, 1983. Most damages were to the apple industry."
0,0,0,0,0,0,0,,6,52,1,1983,t,Winter,6,52,1,1983,t,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season."
0,0,0,0,0,0,0,,7,9,3,1983,t,Spring,7,9,3,1983,t,Spring,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage."
0,0,0,,,0,0,,6,11,3,1983,t,Spring,7,11,3,1983,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,North shore of St. Lawrence River,QC,Canada,t,"North shore of St. Lawrence River, and Yamachiche Maskinonge River basins QC, March 19-20, 1983. Ice jams caused flooding in Louiseville and Yamachiche which led to road closings and the evacuation of several hundred homes, businesses, schools and a hospital."
0,0,0,111591,11524,0,111591,,2,18,5,1983,f,Spring,2,18,5,1983,f,Spring,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Reeces Corners,ON,Canada,t,"Reeces Corners ON, May 3, 1983."
0,0,0,4444275,458961.3,1384672,3059603,,5,26,7,1983,f,Summer,5,26,7,1983,f,Summer,Epidemic,Biological,Natural,Disaster,0,0,,MB,Canada,t,"Manitoba, July 1983. An encephalitis outbreak occurred."
0,0,0,,,0,0,,4,28,7,1983,f,Summer,3,35,8,1983,f,Summer,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,ON,Canada,t,"Ontario, 1983. Heat and drought stress resulted in low crop yields in Ontario.  Heat caused roads and a rail to buckle on Aug. 3.  The latter spilled 6 CP Rail freight cars carrying grain and 1 car carrying steel rails into the Cypress River."
23,18,0,,,0,0,,4,22,6,1983,f,Winter,4,22,6,1983,f,Winter,Air,Transportation accident,Technology,Incident,0,0,,,Canada,t,"Cincinnati Ohio USA, June 2, 1983. An Air Canada DC-9 was destroyed when it caught fire en route to Toronto from Texas and landed in flames at Cincinnati airport."
0,0,0,,,0,0,,5,25,6,1983,f,Winter,5,25,6,1983,f,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Rega,SK,Canada,t,"Regina SK and Edmonton AB, June 24, 1983."
,,,,,,,,1,9,2,1983,f,Winter,4,10,3,1983,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Badger,NL,Canada,t,"Badger NL, February 27 - March 10, 1983.  Severe flooding in Badger due to ice and debris blockages of the Exploits River. The town hall, fire hall and arena were flooded, and 34 homes evacuated. Badger was declared a disaster area."
0,0,160,,,0,0,,2,19,5,1983,f,Spring,2,19,5,1983,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,upper Richelieu River,QC,Canada,t,"Upper Richelieu River QC, May 10, 1983. Plus several communities along the Ottawa River, Rivière Gatineau, Rivière du Lièvre, Rivière des Prairies, Rivière des Mille Îles, and Rivière Rouge were also affected; heavy rains of 70110 mm caused widespread flooding along the upper Richelieu River on May 10, 1983; from the city of Saint-Jean to the Canada-U.S. border, 640 homes and 373 cottages were flooded; approximately 160 people were evacuated."
0,0,0,20614195,2128832.5,1121298,3107897,16385000,5,27,7,1983,f,Summer,6,27,7,1983,t,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Rega,SK,Canada,t,"Regina SK, July 8-9, 1983. Regina Airport received 50 mm of rain in one hour, and 117 mm in a 24 hour period, while northern Regina received up to 150 mm, with 83 mm coming in one hour; the storm overloaded the sewer system and caused severe flooding, mostly in basements."
0,0,0,22060000,2278141.1,0,0,22060000,3,31,8,1983,f,Summer,3,31,8,1983,f,Summer,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,Edmonton,AB,Canada,t,"Edmonton AB, August 3, 1983.  Hail the size of golf balls smashed windshields, stripped leaves and damaged roofs."
0,0,0,,,0,0,,2,43,10,1983,f,Autumn,2,43,10,1983,f,Autumn,Storm Surge,Meteorological - Hydrological,Natural,Disaster,0,0,Cape Breton Isl,NS,Canada,t,"Cape Breton Island NS, October 25, 1983. The eastern shores of Cape Breton Island were struck by a storm surge. Water levels rose to 0.761.5 m above the normal high water mark.  The storm flooded highways as well as destroying 30 fishing boats and thousands of lobster traps."
0,0,0,53831341,5559174.6,27739771,26091570,,3,49,12,1983,f,Winter,3,49,12,1983,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Gaspésie,QC,Canada,t,"Gaspésie and lower north shore of Gulf of St. Lawrence River QC, December 7-8, 1983. High tides and violent winds from a severe storm caused flooding along the Gaspésie and Gulf of St. Lawrence shores along with landslides; damage, partially wind related, was widespread; several wharves, ships, and roads were damage; several homes and cottages were flooded; the communities of Chandler, La Martre, Sainte-Anne-des-Monts and Longue-Pointe were affected."
0,0,0,0,0,0,0,,5,22,6,1984,f,Winter,5,35,8,1984,f,Summer,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected."
0,0,0,,,0,0,,7,52,1,1984,t,Winter,7,52,1,1984,t,Winter,Cold Event,Meteorological - Hydrological,Natural,Disaster,0,0,,QC,Canada,t,"Quebec, 1984. Winterkill and excessive moisture caused forage losses."
0,0,0,,,0,0,,7,52,1,1984,t,Winter,7,52,1,1984,t,Winter,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Gre Prairie,AB,Canada,t,"Grande Prairie and Drayton Valley AB, 1984."
0,0,200,,,0,0,,7,52,1,1984,t,Winter,7,52,1,1984,t,Winter,Fire,Hazardous Chemicals,Technology,Incident,0,0,Fort Frances,ON,Canada,t,"Fort Frances ON, 1984. Hundreds of people were evacuated from Fort Frances, Ontario."
0,0,0,,,0,0,,7,52,1,1984,t,Winter,7,52,1,1984,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Northeast,SK,Canada,t,"Northeast SK, 1984. Excessive moisture caused crop losses."
1,0,0,,,0,0,,7,5,2,1984,t,Winter,3,6,2,1984,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Truro,NS,Canada,t,"Truro NS, February 5-8, 1984. A combination of mild temperatures, rainfall, snowmelt and ice jams caused flooding in the Truro area; along the Salmon and North Rivers several homes were inundated; Feb. flood described as the worst in 50 years; one death from fumes while pumping out a basement."
0,0,0,4029790,398989.1,605407,3424383,,3,1,1,1984,f,Winter,4,1,1,1984,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Lower Fraser River Valley,BC,Canada,t,"Lower Fraser River Valley BC, January 4-5, 1984. Heavy rainfall and snowmelt caused flooding in southwestern British Columbia; transportation was disrupted as debris jams and water obstructed traffic on Highway 1; several problems were caused by flooding and washouts; there was a mudslide and a bridge washout, and sections of CP and CN railway track were washed out as well as damage to a fish hatchery."
2,0,150,,,0,0,,1,7,2,1984,f,Winter,5,7,2,1984,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, February 13-17, 1984. Toronto, Chatham, Dresden, Port Bruce, St. Thomas, and Brantford experienced flooding due to very mild weather and rainfall; ice jams formed on several rivers causing them to overflow; several roads were closed due to flooding, most of them along the St. Clair and Thames River in the southeastern part of Ontario; in Toronto, the Don Valley Parkway was closed in areas due to overflow in the Don River; two people died as they were swept away on Black Creek in Toronto; over a hundred were evacuated in southern Ontario; utilities were disrupted in some areas and businesses were forced to close."
1,0,0,,,0,0,,3,17,4,1984,f,Spring,7,18,5,1984,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sat John River Bas,NB,Canada,t,"Saint John River basin NB, April 25 - May 6, 1984. Due to rain, mild temperatures and snowmelt in late Apr. and early May, the Saint John River flooded areas between Fredericton and Gagetown; several houses were inundated and the TransCanada Highway was closed for several days;  one person was reported to have drowned when his vehicle left a flooded section of Route #690 near Lakeville Corner and plunged into deeper water."
0,0,0,2686465,265986.6,816031,1870434,,5,17,4,1984,f,Spring,6,17,4,1984,t,Spring,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,South,MB,Canada,t,"South, Central, and Western MB, April 27-28, 1984. Snow, freezing rain and strong wind gusts caused damage to roads, hydro poles and drainage facilities. Municipalities affected were: Grey, Dufferin, Pembina, Portage la Prairie, Stanley and Thompson. Towns affected were: Carman, Morden, Neepawa and Winkler."
0,0,0,1656780,164037.6,301190,1355590,,5,24,6,1984,f,Winter,2,31,7,1984,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,MB,Canada,t,"Southern Manitoba, June-July 1984. Southern Manitoba experienced severe rainstorms with hail, thunder, and lightening. In some cases, tornadoes were reported. The storms led to crop damages and flooding. The cities of Winnipeg and Brandon were particularly affected. "
0,0,0,39066000,3867920.8,0,0,39066000,1,18,4,1984,f,Spring,1,18,4,1984,f,Spring,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,Chesley,ON,Canada,t,"Chesley, Bruce County ON, April 30, 1984."
3,13,0,,,0,0,,2,19,5,1984,f,Spring,2,19,5,1984,f,Spring,Shootings,Terrorist,Conflict,Incident,0,0,Quebec City,QC,Canada,t,"Quebec City QC, May 8, 1984. A shooting occurred at the National Assembly of Québec. Three people were killed, 13 injured (4 badly, 2 had a nervous breakdown). The shooting initiated a psychological support program for employees, and heightened security measures."
0,1,,,,0,0,,5,18,5,1985,f,Spring,5,18,5,1985,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Hay River Township,Northwest Territories,Canada,t,"Hay River Township, south shore of Great Slave Lake NT, May 3, 1985. Record high flows of the Hay River and ice jams caused serious flooding, requiring the evacuation of West Channel residents. Ice jams, spring runoff, minor damages, one injury."
1,43,0,,,0,0,,7,28,7,1984,t,Summer,7,28,7,1984,t,Summer,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Eastern,ON,Canada,t,"Eastern Ontario and Western Quebec, July 15, 1984. 1 dead, 43 injured; destruction of 300 houses. Québec: Sheenboro, Blue Sea Lake, Bouchette, Caymant Region of Outaouais. In Québec, 37 houses were damaged, 10 houses destroyed."
0,30,0,,,0,0,,7,35,9,1984,t,Autumn,7,35,9,1984,t,Autumn,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,London,ON,Canada,t,"London ON, September 2,1984. 30 injured."
0,0,0,,,0,0,,6,40,10,1984,t,Autumn,6,40,10,1984,t,Autumn,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,AB,Canada,t,"Alberta, October 1984."
0,0,200,,,0,0,,2,1,1,1985,f,Winter,2,1,1,1985,f,Winter,Vehicle Release,Hazardous Chemicals,Technology,Incident,0,0,Smiths Falls,ON,Canada,t,"Smiths Falls ON, 1985. A truck accident at Smiths Falls, Ontario, resulted in the spill of dangerous goods, requiring the evacuation of hundreds of people."
5,0,0,,,0,0,,4,41,10,1984,f,Autumn,5,41,10,1984,f,Autumn,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"West Coast of British Columbia, October 11-12, 1984. A storm unexpectedly formed from the remnants of typhoon Odgen and caused the deaths of 5 fishermen."
0,0,30,,,0,0,,6,8,2,1985,t,Winter,6,9,3,1985,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Chatham,ON,Canada,t,"Chatham ON, February 23 - March 2, 1985. The city of Chatham and agricultural land in Dover and Raleigh Townships downstream of Chatham experienced widespread flooding due to a combination of mild temperatures leading to snowmelt; the Thames River and McGregor and Indian Creeks overflowed due to snowmelt runoff; an estimated 1180 homes experienced flooding; a dam was damaged; an Ontario Provincial Police helicopter was used to evacuate 30 people in outlying areas."
5,0,0,16390000,1560952.4,0,0,16390000,4,22,5,1985,f,Spring,4,22,5,1985,f,Spring,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Wdsor,ON,Canada,t,"Windsor-Leamington ON, May 30, 1985. Golf-ball sized hailstones smashed greenhouses and flattened crops."
0,0,0,,,0,0,,3,18,5,1985,f,Spring,6,35,8,1985,t,Summer,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Western Canada, 1985. Second drought year in a row; one of the worst agricultural droughts to occur in the Prairies;  insect infestations. On June 8, there was a wind and dust storm, heavy soil erosion, buildings and transmission lines were damaged."
329,0,0,,,0,0,,7,25,6,1985,t,Winter,7,25,6,1985,t,Winter,Bomb Attacks,Terrorist,Conflict,Incident,0,0,,,Canada,t,"Ireland (west coast), June 23, 1985. 329 dead (280 Canadians): Air India flight 182 en route from Toronto to India crashed in the North Atlantic: the crash was caused by a terrorist bomb."
0,0,1000,,,0,0,,2,4,1,1986,f,Winter,2,4,1,1986,f,Winter,Fire,Hazardous Chemicals,Technology,Incident,0,0,Stoney Creek,ON,Canada,t,"Stoney Creek ON, 1986. Required the evacuation of 1000 residents due to a fire in an insecticide plant."
23,71,0,,,0,0,,6,6,2,1986,t,Winter,6,6,2,1986,t,Winter,Rail,Transportation accident,Technology,Incident,0,0,Hton,AB,Canada,t,"Hinton AB, February 8, 1986. 23 dead: 71 injured. A westbound CN freight train collided with an eastbound VIA Rail passenger train on the CN main line, 17.6 kilometres east of Hinton."
0,0,0,,,0,0,,7,13,3,1985,t,Spring,6,14,4,1985,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Lake Erie,ON,Canada,t,"Lake Erie ON, March 31 and April 6, 1985. Two separate storms hit the shoreline of Lake Erie; hardest hit were Point Pelee and Long Point located along the shore of the lake; the storms destroyed cottages, washed out access roads, eroded beaches, uprooted trees and breached dikes."
12,500,800,83992000,7999238.1,0,0,83992000,5,22,5,1985,f,Spring,5,22,5,1985,f,Spring,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Hopeville to Barrie,ON,Canada,t,"Hopeville to Barrie ON, May 31, 1985; 12 dead, hundreds injured; 800 homeless. More than 100 buildings were damaged, 300 houses were also destroyed. Severe thunderstorms and hail. Power outages, damage to 150 farms."
0,0,5000,,,0,0,,1,14,3,1986,f,Spring,1,14,3,1986,f,Spring,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,Timms,ON,Canada,t,"Timmins ON, March 31, 1986. 4500-5000 evacuated; a railway tank car leaked thousands of litres of gasoline into storm sewers prompting an evacuation. The gas fumes resulted in several explosions and the destruction of two homes."
0,0,0,,,0,0,,3,52,12,1986,f,Winter,3,52,12,1986,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Eastern,ON,Canada,t,"Eastern Ontario and Southwestern Quebec, December 24, 1986. 1 in 4 homes in Ottawa were left without electricity after 30 mm of freezing rain fell in 14 hours."
0,0,0,,,0,0,,1,27,7,1985,f,Summer,1,27,7,1985,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Northeast of Vancouver,BC,Canada,t,"Northeast of Vancouver BC, July 1985.  During the same year, the Prairie provinces were struck with a severe drought (see 1985.002). During July, in northeast of Vancouver; a forest fire destroyed half a million acres of timberland.  One of the worst forest fires seasons on record.  Greater than 240,000 hectares of prime forest land burned.  More than 6,300 fire-fighters battling blazes.  The number of fires recorded in BC in 1985 were 3604."
0,0,0,,,0,0,,1,49,12,1985,f,Winter,1,49,12,1985,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Lake Huron,ON,Canada,t,"Lake Huron and Lake Erie ON, December 2, 1985. A storm with winds gusting up to 100 km/h severely affected shorelines with western exposures; erosion occurred on Lake Huron; on the eastern end of Lake Erie, cottages were destroyed; property and shore protection structures were damaged."
0,0,0,,,0,0,,5,31,8,1986,f,Summer,5,31,8,1986,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"East Central British Columbia, 1986. (Noeick River)"
0,0,0,,,0,0,,3,1,1,1986,f,Winter,3,1,1,1986,f,Winter,Landslide,Geological,Natural,Disaster,0,0,Brantford,ON,Canada,t,"Brantford ON, 1986."
